29412.236,1365609.6,4052948.0
30050.451,1365306.2,3997992.2
30050.451,1365306.2,3997992.2
29080.744,1356701.8,4045570.2
30050.451,1365306.2,3997992.2
29412.236,1365609.6,4052948.0
28706.229,1351719.2,4053475.2
29549.898,1365359.8,4041537.2
28411.23,1355269.5,4030029.0
29930.305,1363517.4,3998537.8
28706.229,1351719.2,4053475.2
28411.23,1355269.5,4030029.0
29549.898,1365359.8,4041537.2
28380.355,1345377.8,4029217.0
29336.736,1350658.2,4033044.5
28706.229,1351719.2,4053475.2
29549.898,1365359.8,4041537.2
28411.23,1355269.5,4030029.0
29940.588,1363744.2,3997992.8
28128.268,1350680.9,4048651.2
28411.23,1355269.5,4030029.0
29346.115,1365005.6,4053076.8
28128.268,1350680.9,4048651.2
29080.744,1356701.8,4045570.2
29930.305,1363517.4,3998537.8
28411.23,1355269.5,4030029.0
29549.898,1365359.8,4041537.2
30050.451,1365306.2,3997992.2
28411.23,1355269.5,4030029.0
30050.451,1365306.2,3997992.2
28635.64,1358077.5,4051757.8
28753.549,1352291.2,4044410.2
27612.68,1341267.0,4061842.2
30959.887,1379846.5,4041760.2
28389.842,1355601.8,4040807.2
28128.268,1350680.9,4048651.2
28411.23,1355269.5,4030029.0
29412.236,1365609.6,4052948.0
28411.23,1355269.5,4030029.0
28411.23,1355269.5,4030029.0
28210.479,1347179.2,4044445.2
28411.23,1355269.5,4030029.0
29080.744,1356701.8,4045570.2
30373.086,1375301.6,4029425.5
29089.602,1355614.2,4024920.8
30418.0,1369299.1,3993032.5
29122.824,1357198.8,4045638.0
30635.234,1372387.6,3995189.0
29412.521,1365611.6,4043863.2
30534.451,1371213.2,4026567.0
29168.328,1362219.0,4067376.2
28928.7,1360142.8,4016452.5
30607.742,1370658.2,4005231.2
28755.521,1352323.8,4052789.8
28706.514,1351721.2,4053246.8
29058.8,1355862.9,4028421.5
29731.445,1367585.4,4042286.0
29998.055,1353930.5,4018331.0
27792.316,1342890.8,4046858.0
29554.9,1352630.2,4043728.0
28618.416,1357274.5,4052363.0
29114.607,1355499.1,4046564.0
29535.877,1367608.2,4018239.8
30139.14,1365371.6,3985808.2
28128.268,1350680.9,4048651.2
30048.691,1369224.0,4001823.0
29346.115,1365005.6,4053076.8
28728.658,1358440.9,4046597.0
28634.342,1350713.9,4044945.2
28905.1,1353965.2,4048297.2
30152.486,1372886.5,3984471.5
29834.076,1363912.2,4012086.8
30044.637,1370139.6,4030708.8
29407.152,1366188.8,4015330.2
29012.34,1354387.2,4018748.5
28950.357,1354923.9,4049578.8
29430.959,1365111.8,4049658.2
27793.992,1340575.9,4055016.2
28753.549,1352291.2,4044410.2
30948.408,1379399.6,4038159.2
28749.441,1345779.5,4054030.5
30169.22,1371186.5,4029738.2
29242.61,1364514.4,4027784.0
28692.229,1356942.2,4026743.2
31658.127,1388269.2,4013805.2
26494.727,1336011.0,4062626.8
26409.133,1329745.5,4062886.0
30813.373,1370851.8,4024587.8
28966.725,1353959.1,4019407.5
29400.836,1357189.5,3988582.5
28620.346,1357590.5,4030022.8
